ENROLLMENT ID,ENROLLMENT STATE,PROVIDER TYPE CODE,PROVIDER TYPE TEXT,NPI,MULTIPLE NPI FLAG,CCN,ASSOCIATE ID,ORGANIZATION NAME,DOING BUSINESS AS NAME,INCORPORATION DATE,INCORPORATION STATE,ORGANIZATION TYPE STRUCTURE,ORGANIZATION OTHER TYPE TEXT,PROPRIETARY_NONPROFIT,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE,health_system,affiliation_type,latitude,longitude,geocoded,estimated_annual_visits,estimated_medicare_visits,estimated_medicaid_visits,volume_category,quality_score,patient_satisfaction,comprehensive_score,viability_category
O20100701000579,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1114235041,N,268908,1557454063,PCRMC MEDICAL GROUP INC,PHELPS HEALTH MEDICAL GROUP VIENNA,2007-05-01,MO,CORPORATION,,N,606 HIGHWAY 63 S,STE A,VIENNA,MO,655828101,Independent,Independent,,,False,2400,840,600,Low,2.9688481431369476,69.86133082663306,83.86152565521108,Strong
O20100713000324,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1134430176,N,268660,1355252891,MISSOURI DELTA MEDICAL CENTER,MISSOURI DELTA PRIMARY CARE,1942-03-13,MO,CORPORATION,,N,102 HOSPITALITY DR,,SIKESTON,MO,638019382,Regional System,Affiliated,36.88648220721521,-89.58466058944886,True,12800,4480,3200,High,4.036796215317591,64.40786478111049,100.0,Strong
O20100804000061,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1699073122,N,268657,9133024334,SOUTHEAST MISSOURI HOSPITAL PHYSICIANS LLC,MERCY SOUTHEAST PRIMARY CARE WEST,2001-01-18,MO,LLC,,N,817 S MOUNT AUBURN RD,,CAPE GIRARDEAU,MO,637036383,Regional System,Affiliated,37.315077820796304,-89.52628954600522,True,24000,8400,6000,High,3.340287882883098,74.37320902726829,100.0,Strong
O20101102000115,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1851368153,N,793807,8022202217,DEANNA M SIEMER,JACKSON PRIMARY CARE LLC,2010-12-29,MO,SOLE PROPRIETOR,,P,2685 E MAIN ST,STE A,JACKSON,MO,637552474,Independent,Independent,,,False,1200,420,300,Low,4.27496720250877,84.55142320501238,80.55501113053631,Strong
O20101105000872,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1902870439,N,263836,749192375,"QUINCY PHYSICIANS & SURGEONS CLINIC, PLLC",QUINCY MEDICAL GROUP CANTON AFFILIATE,1987-01-01,IL,CORPORATION,,P,1100 E OUTER ROAD SOUTH,,CANTON,MO,634351702,Independent,Independent,,,False,2400,840,600,Low,3.1083733538318814,65.14273953664457,73.94776736899198,Strong
O20101105001027,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1528032059,N,263833,749192375,"QUINCY PHYSICIANS & SURGEONS CLINIC, PLLC",QUINCY MEDICAL GROUP LEWISTOWN AFFILIATE,1987-01-01,IL,CORPORATION,,P,105 E QUINCY STREET,,LEWISTOWN,MO,634522560,Independent,Independent,,,False,2400,840,600,Low,3.3389692418971624,80.04046515517844,76.35992348310648,Strong
O20101112000976,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1831174762,N,263862,6406935808,CAPE GIRARDEAU COUNTY HEALTH DEPARTMENT,CAPE GIRARDEAU COUNTY PUBLIC HEALTH CENTER,,,OTHER,PUBLIC HEALTH CENTER,N,1121 LINDEN STREET,,CAPE GIRARDEAU,MO,637037708,Independent,Independent,37.31055972951671,-89.50887936220589,True,16000,5600,4000,High,3.906758608684835,69.69742381627559,100.0,Strong
O20101116001005,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1497886451,N,263870,7416865845,MERCY CLINIC SPRINGFIELD COMMUNITIES,MERCY CLINIC -SALEM,2000-09-01,MO,CORPORATION,,N,404W ROLLA RD,,SALEM,MO,655601233,MERCY,Affiliated,,,False,2400,840,600,Low,3.1845678417830223,67.07127167737656,99.44539853486974,Strong
O20101130001200,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1578682779,N,263926,4587644091,"WOODS MEDICAL CLINIC, LLC",,,,LLC,,P,250 SOUTH HICKMAN,,PUXICO,MO,639609122,Independent,Independent,,,False,1800,630,450,Low,3.613729967302065,73.92969640045442,76.84788950925369,Strong
O20101202000475,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1003946732,N,263819,7416865845,MERCY CLINIC SPRINGFIELD COMMUNITIES,MERCY CLINIC FAMILY MEDICINE-MOUNTAIN VIEW,2000-09-01,MO,CORPORATION,,N,104 E US HIGHWAY 60,,MOUNTAIN VIEW,MO,655487381,MERCY,Affiliated,,,False,2400,840,600,Low,4.4535713771412135,64.64757677580626,100.0,Strong
O20101209000237,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1205154606,N,793811,7113043001,HOLDEN FAMILY CARE LLC,,2010-01-29,MO,LLC,,P,612 E 10TH ST,,HOLDEN,MO,640409421,Independent,Independent,,,False,1800,630,450,Low,2.6962583827193862,69.46350694652818,72.73138422553036,Strong
O20101209000623,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1053444000,N,263920,7416865845,MERCY CLINIC SPRINGFIELD COMMUNITIES,MERCY CLINIC FAMILY MEDICINE - SUMMERSVILLE,2000-09-01,MO,CORPORATION,,N,149 ROGERS AVENUE,,SUMMERSVILLE,MO,655710115,MERCY,Affiliated,,,False,2400,840,600,Low,3.892316929266152,63.021221074111516,100.0,Strong
O20101220001110,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1518269257,N,268659,7517853781,CASS REGIONAL MEDICAL CENTER,KINGSVILLE MEDICAL CLINIC,1981-02-05,MO,OTHER,POLITICAL SUBDIVISION,P,305 E PACIFIC ST,,KINGSVILLE,MO,640612512,Regional System,Affiliated,,,False,1200,420,300,Low,3.9299413971242116,94.6472513291639,95.18449072141323,Strong
O20110512000274,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1619276367,N,268666,6800894379,JEFFERSON MEDICAL GROUP,JEFFERSON MEDICAL GROUP,,,OTHER,HOSPITAL DISTRICT,N,1502 N JEFFERSON ST,,CARROLLTON,MO,646331948,Independent,Independent,,,False,1200,420,300,Low,3.890911435888655,75.35263551971728,88.09890929552634,Strong
O20110512000437,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1760772743,N,268665,6800894379,JEFFERSON MEDICAL GROUP,JEFFERSON MEDICAL GROUP HALE CLINIC,,,OTHER,HOSPITAL DISTRICT,N,221 ELM ST,,HALE,MO,646437113,Independent,Independent,,,False,1200,420,300,Low,2.881524644560959,68.00274492007415,83.32637307025125,Strong
O20110929000628,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1154645745,N,268649,4587630926,HARRISON COUNTY COMMUNITY HOSPITAL DISTRICT,HCCH MEDICAL CLINIC,,,OTHER,POLITICAL-SUBDIVISION GOVT ENTITY,N,3202 MILLER ST,,BETHANY,MO,644242713,Regional System,Affiliated,,,False,1200,420,300,Low,3.1397716934578614,77.13979910734221,100.0,Strong
O20111010000546,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1710004486,N,268535,9436041696,TEXAS COUNTY MEMORIAL HOSPITAL,TCMH INTERNAL MEDICINE,,,OTHER,GOV'TAL ENTITY-COUNTY FACILITY,N,1337 S SAM HOUSTON BLVD,,HOUSTON,MO,654832046,MEMORIAL,Affiliated,,,False,1200,420,300,Low,4.0609707828084485,73.8767195030917,100.0,Strong
O20111013000158,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1407141153,N,268668,4183528169,CITIZENS MEMORIAL HEALTHCARE,SOUTHSIDE MEDICAL CENTER,,,OTHER,STATE GOVERNMENT - HOSP DIST,N,1120 S SPRINGFIELD AVE,,BOLIVAR,MO,656132512,MEMORIAL,Affiliated,37.61026301594867,-93.41690360394482,True,4400,1540,1100,Low,3.9484923366165927,72.79030400466777,100.0,Strong
O20120214000459,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1497874119,N,263942,2264699651,SCOTT CITY MEDICAL CLINIC LLC,SCOTT CITY MEDICAL CENTER,,,SOLE PROPRIETOR,,P,2102 MAIN STREET,,SCOTT CITY,MO,637801337,Independent,Independent,,,False,1200,420,300,Low,3.6252464251729384,81.14166700043425,77.61515240073518,Strong
O20120302000195,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1952611436,N,268671,2567351570,JOHN FITZGIBBON MEMORIAL HOSPITAL INC.,AKEMAN MCBURNEY HEALTH CLINIC,1961-04-12,MO,CORPORATION,,N,420 W FRONT ST,,SLATER,MO,653491328,MEMORIAL,Affiliated,,,False,2400,840,600,Low,3.9732241047484878,82.57507710047305,100.0,Strong
O20120305000406,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1508135005,N,268675,3274517347,KIRKSVILLE MISSOURI HOSPITAL COMPANY LLC,NORTHEAST REGIONAL MEDICAL GROUP,2000-10-06,MO,LLC,,P,1607 S BALTIMORE ST,,KIRKSVILLE,MO,635014536,Regional System,Affiliated,40.19060065135608,-92.58055825190989,True,1800,630,450,Low,3.4599876392107545,69.69498852389472,95.8094494092325,Strong
O20120307000670,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1619245503,N,268674,9133024334,SOUTHEAST MISSOURI HOSPITAL PHYSICIANS LLC,MERCY SOUTHEAST PEDIATRICS,,,LLC,,N,25 DOCTORS PARK,,CAPE GIRARDEAU,MO,637034927,Regional System,Affiliated,37.30835998797196,-89.509284878292,True,24000,8400,6000,High,3.9161268485805016,69.2418175935532,100.0,Strong
O20120413000298,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1720359243,N,263972,4183885403,"CAPE FAMILY MEDICAL CLINIC, LLC",,2011-09-20,MO,LLC,,P,24 NORTH SPRIGG,,CAPE GIRARDEAU,MO,637015526,Independent,Independent,37.31493425681904,-89.5102254363496,True,24000,8400,6000,High,3.646536236649341,72.24948302848355,91.81109324944572,Strong
O20120419000365,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1245545391,N,268945,4385823335,"APOLLO HEALTHCARE, LLC",,,,LLC,,P,1031 EAST KARSCH BLVD,,FARMINGTON,MO,636403404,Independent,Independent,,,False,1800,630,450,Low,3.142824290986816,51.980788352644154,72.76937599921168,Strong
O20120914000472,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1467716928,N,268979,7214827922,MERCY CLINIC EAST COMMUNITIES,,,,CORPORATION,,N,1326 S SERVICE RD W,STE 20,SULLIVAN,MO,630802306,MERCY,Affiliated,,,False,2400,840,600,Low,4.732887255572378,59.84808937801448,100.0,Strong
O20121004000213,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1285998724,N,268986,7214827922,MERCY CLINIC EAST COMMUNITIES,,1977-02-07,MO,CORPORATION,,N,301 THERESA STREET,,CUBA,MO,654531636,MERCY,Affiliated,,,False,2400,840,600,Low,4.036916460455894,88.66874267444524,100.0,Strong
O20121009000064,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1285904342,N,268689,8426225251,MERCY HOSPITAL CARTHAGE,MERCY HOSPITAL CARTHAGE-PEDIATRICS,2011-11-02,MO,CORPORATION,,N,1615 HAZEL AVE,,CARTHAGE,MO,648363020,MERCY,Affiliated,,,False,2400,840,600,Low,3.2043482513986756,91.44967713501283,100.0,Strong
O20121009000229,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1992074959,N,268688,8426225251,MERCY HOSPITAL CARTHAGE,MERCY HOSPITAL CARTHAGE-WOMEN'S HEALTH,2011-11-02,MO,CORPORATION,,N,3114 MEDICAL PARK DR,,CARTHAGE,MO,648361211,MERCY,Affiliated,,,False,2400,840,600,Low,4.128276804316915,72.50963960443622,100.0,Strong
O20121010000452,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1235493776,N,268984,7214827922,MERCY CLINIC EAST COMMUNITIES,,1997-02-07,MO,CORPORATION,,N,125 NORTH OLD HIGHWAY 66,,BOURBON,MO,654416298,MERCY,Affiliated,,,False,2400,840,600,Low,3.3126591648863393,80.76556963055766,100.0,Strong
O20121030000308,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1285995944,N,268682,2860306750,GENERAL JOHN J PERSHING MEMORIAL HOSPITAL ASSOCIATION,MEADVILLE MEDICAL CLINIC,1955-11-01,MO,CORPORATION,,N,101 E HAYWARD ST,,MEADVILLE,MO,646599201,MEMORIAL,Affiliated,,,False,2400,840,600,Low,4.193542301871226,78.11250154543536,100.0,Strong
O20121030000465,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1881965267,N,268676,6800707225,POPLAR BLUFF REGIONAL MEDICAL CENTER LLC,POPLAR BLUFF MEDICAL CLINIC,2009-04-14,MO,LLC,,P,2588 N WESTWOOD BLVD,,POPLAR BLUFF,MO,639012339,Regional System,Affiliated,36.76219606969419,-90.38456660682411,True,10200,3570,2550,High,4.379297789503702,100.0,100.0,Strong
O20121121000035,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1659327393,N,268678,8921917352,SSM REGIONAL HEALTH SERVICES,SSM HEALTH MEDICAL GROUP FAMILY MEDICINE,1965-08-04,MO,CORPORATION,,N,100 HIGHWAY 28 E,,BELLE,MO,650133405,SSM,Affiliated,,,False,2400,840,600,Low,3.3896588408241444,86.19574911434577,100.0,Strong
O20130219000067,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1457660045,N,268658,7315192515,SOUTHEAST HEALTH CENTER OF STODDARD COUNTY LLC,MERCY HOSPITAL STODDARD,2012-11-30,MO,LLC,,N,2025 W BUSINESS US HIGHWAY 60,,DEXTER,MO,638412879,Independent,Independent,36.798387302265084,-89.9502959023943,True,4800,1680,1200,Low,3.981688064622161,73.72082408519233,93.29883466700788,Strong
O20130219000154,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1790828812,N,268570,7315192515,SOUTHEAST HEALTH CENTER OF STODDARD COUNTY LLC,MERCY HOSPITAL STODDARD,2012-11-30,MO,LLC,,N,1200 N ONE MILE RD,,DEXTER,MO,638411000,Independent,Independent,36.791831362394525,-89.95944073838261,True,4800,1680,1200,Low,3.706390463468249,65.44459559399574,91.37002141327257,Strong
O20130219000301,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1316240096,N,268661,7315192515,SOUTHEAST HEALTH CENTER OF STODDARD COUNTY LLC,MERCY HOSPITAL STODDARD,2012-11-30,MO,LLC,,N,500 N DOUGLASS ST,,MALDEN,MO,638631506,Independent,Independent,,,False,1800,630,450,Low,3.911030079997245,58.93553679742428,86.53767399973141,Strong
O20130219000420,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1265575385,N,268587,7315192515,SOUTHEAST HEALTH CENTER OF STODDARD COUNTY LLC,MERCY HOSPITAL STODDARD,2012-11-30,MO,LLC,,N,1003 STATE ROUTE 25 N,,BLOOMFIELD,MO,638259382,Independent,Independent,,,False,1800,630,450,Low,4.448396491326974,77.03463635867223,90.49704960117512,Strong
O20130517000536,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1568703130,N,268698,1355252891,MISSOURI DELTA MEDICAL CENTER,PORTAGEVILLE COMMUNITY CARE CENTER,1942-03-26,MO,CORPORATION,,N,204 E 3RD ST,,PORTAGEVILLE,MO,638731402,Regional System,Affiliated,,,False,2400,840,600,Low,3.6773059419985645,67.43649254715697,100.0,Strong
O20130725000204,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1518008218,N,268718,7810973252,SULLIVAN COUNTY MEMORIAL HOSPITAL,SULLIVAN COUNTY MEMORIAL HOSPITAL GREEN CITY CLINIC,,,OTHER,COUNTY GOVERNMENT,N,18 W 3RD ST,,GREEN CITY,MO,635451361,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.423131917821255,60.77746290402326,99.77027396168735,Strong
O20130812000856,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1316205206,N,793833,3779735329,THEODOSIA FAMILY MEDICAL CLINIC LLC,THEODOSIA FAMILY MEDICAL CLINIC LLC,2012-04-20,MO,LLC,,P,4900 US HIGHWAY 160,STE 2,THEODOSIA,MO,657616539,Independent,Independent,,,False,1800,630,450,Low,3.0552427851872386,68.53427115757474,74.07439825650643,Strong
O20130913000717,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1679820286,N,268683,7315192515,SOUTHEAST HEALTH CENTER OF STODDARD COUNTY LLC,MERCY HOSPITAL STODDARD,2012-11-30,MO,LLC,,N,810 N WALNUT ST,,BERNIE,MO,638228901,Independent,Independent,,,False,1800,630,450,Low,3.0920948575172806,64.18451996385605,83.78683142645473,Strong
O20131115001582,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1063588960,N,268694,4183528169,CITIZENS MEMORIAL HEALTHCARE,BOLIVAR FAMILY CARE CENTER,,,OTHER,HOSPITAL DISTRICT,N,1240 N BUTTERFIELD RD,,BOLIVAR,MO,656133016,MEMORIAL,Affiliated,37.62326473922987,-93.42046502228935,True,4400,1540,1100,Low,3.7614491452929477,91.87141635072565,100.0,Strong
O20131127000843,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1346599230,N,268702,5496641896,NORTHWEST MEDICAL CENTER ASSOCIATION INC,MOSAIC FAMILY CARE NEW HAMPTON,1954-06-24,MO,OTHER,501(C)(3),N,304 E LINCOLN WAY,,NEW HAMPTON,MO,644710222,Regional System,Affiliated,,,False,1200,420,300,Low,3.9705759874083215,83.81639756949451,100.0,Strong
O20131205001860,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1659700813,N,268700,5092622001,CAMERON REGIONAL MEDICAL CENTER INC,EAGLEVILLE MEDICAL CLINIC,1963-06-28,MO,CORPORATION,,N,12050 12TH ST,,EAGLEVILLE,MO,644428158,Regional System,Affiliated,,,False,2400,840,600,Low,3.9383453996650095,74.92027358683383,100.0,Strong
O20140103000936,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1104912997,N,268545,3779479019,MERCY HOSPITALS EAST COMMUNITIES,MERCY HOSPITAL WASHINGTON MCAULEY CLINIC,,,CORPORATION,,N,851 E 5TH ST,,WASHINGTON,MO,630903135,MERCY,Affiliated,,,False,2400,840,600,Low,4.213591624518012,89.79944138890026,100.0,Strong
O20140214000218,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1043631203,N,268722,4284624552,FREEMAN NEOSHO HOSPITAL,FREEMAN NEOSHO PHYSICIAN GROUP,,,CORPORATION,,N,336 S JEFFERSON ST,,NEOSHO,MO,648501769,FREEMAN,Affiliated,,,False,2400,840,600,Low,3.806500945938953,75.77368307647619,100.0,Strong
O20140331001019,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1245520691,Y,268709,9133026776,LAKE REGIONAL HEALTH SYSTEM,LAKE REGIONAL CLINIC-OSAGE BEACH,1995-12-22,MO,CORPORATION,,N,1057 MEDICAL PARK DR,STE A,OSAGE BEACH,MO,650653000,Regional System,Affiliated,,,False,2400,840,600,Low,4.526767038578658,66.38715798671737,100.0,Strong
O20140401000871,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1891018784,Y,268710,9133026776,LAKE REGIONAL HEALTH SYSTEM,LAKE REGIONAL CLINIC-IBERIA,1995-12-22,MO,CORPORATION,,N,2333 HIGHWAY 17,,IBERIA,MO,654869331,Regional System,Affiliated,,,False,2400,840,600,Low,3.6676715833810216,90.23124077269657,100.0,Strong
O20140403001063,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1437440856,Y,268707,9133026776,LAKE REGIONAL HEALTH SYSTEM,LAKE REGIONAL CLINIC CAMDENTON,1995-12-22,MO,CORPORATION,,N,1930 N BUSINESS ROUTE 5 1A,,CAMDENTON,MO,650202659,Regional System,Affiliated,,,False,2400,840,600,Low,5.0,80.38910043684659,100.0,Strong
O20140407000623,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1700177128,Y,268711,9133026776,LAKE REGIONAL HEALTH SYSTEM,LAKE REGIONAL CLINIC-LAKE OZARK,,,CORPORATION,,N,1870 BAGNELL DAM BLVD,,LAKE OZARK,MO,650498658,Regional System,Affiliated,,,False,2400,840,600,Low,4.112833673882503,64.62753845673544,100.0,Strong
O20140409000194,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1386985521,N,268695,5092616276,SGOH ACQUISITION INC,OCH MCDONALD COUNTY CLINIC,1991-08-21,MO,CORPORATION,,N,125 MAIN STREET,,NOEL,MO,648549124,Independent,Independent,,,False,2400,840,600,Low,3.0714212217918586,73.09661321916391,84.59534620908383,Strong
O20140424001233,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1972944593,N,268699,1355252891,MISSOURI DELTA MEDICAL CENTER,NEW MADRID COMMUNITY CARE CENTER,1966-01-01,MO,CORPORATION,,N,615 MAIN ST,,NEW MADRID,MO,638691513,Regional System,Affiliated,,,False,2400,840,600,Low,3.264553750969444,66.24381746615242,99.68259675049302,Strong
O20140428000494,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1427162254,Y,268708,9133026776,LAKE REGIONAL HEALTH SYSTEM,LAKE REGIONAL CLINIC-LAURIE,,,CORPORATION,,N,156 MISSOURI BLVD,STE B,GRAVOIS MILLS,MO,650375394,Regional System,Affiliated,,,False,2400,840,600,Low,4.041236207621592,61.172002690356635,100.0,Strong
O20140501000205,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1053427492,Y,268705,9133026776,LAKE REGIONAL HEALTH SYSTEM,LAKE REGIONAL CLINIC-ELDON,,,CORPORATION,,N,304A E 4TH ST,,ELDON,MO,650261808,Regional System,Affiliated,,,False,2400,840,600,Low,3.6882686073370743,84.26177547531641,100.0,Strong
O20140507000001,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1851713580,N,268715,9436052230,MOBERLY HOSPITAL COMPANY LLC,CHARITON VALLEY FAMILY MEDICINE,2007-10-29,DE,LLC,,P,413 W 2ND ST,,SALISBURY,MO,652811405,Regional System,Affiliated,,,False,1800,630,450,Low,4.157000247046046,94.0941664047013,96.03741762865431,Strong
O20140623001891,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1588601777,N,268703,8921917352,SSM REGIONAL HEALTH SERVICES,SSM HEALTH MEDICAL GROUP FAMILY MEDICINE,1965-08-04,MO,CORPORATION,,N,875 STATE ROUTE 5,,TIPTON,MO,650818441,SSM,Affiliated,,,False,2400,840,600,Low,4.036618812286773,61.01432426180859,100.0,Strong
O20140826000783,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1114348083,N,268714,4587630926,HARRISON COUNTY COMMUNITY HOSPITAL DISTRICT,NORTH HARRISON MEDICAL CLINIC,,,OTHER,GOV'T ENTITY - HOSPITAL DISTRICT,N,16027 LOCUST ST,,EAGLEVILLE,MO,644427130,Regional System,Affiliated,,,False,1200,420,300,Low,3.7635855436715633,80.62969236690572,100.0,Strong
O20140908000899,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1124437918,N,268725,4688561814,GOLDEN VALLEY MEMORIAL HOSPITAL DISTRICT,GOLDEN VALLEY MEDICAL - OSCEOLA,,,OTHER,DISTRICT OWNED HOSPITAL,N,675 3RD ST,,OSCEOLA,MO,647762934,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.3766031409657975,68.49357430878173,100.0,Strong
O20141031000990,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1831515907,N,793835,3678704764,"MARBLE HILL MEDICAL CLINIC, LLC",MARBLE HILL MEDICAL CLINIC LLC,,,LLC,,P,307 BROADWAY ST,,MARBLE HILL,MO,637648321,Independent,Independent,,,False,1800,630,450,Low,2.742576387657068,70.12874616235304,72.98318016686358,Strong
O20141202002091,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1558389189,N,268723,1254236300,HANNIBAL REGIONAL HEALTHCARE SYSTEM INC,PIKE MEDICAL CLINIC,1965-08-06,MO,CORPORATION,,N,211 S 3RD ST,,LOUISIANA,MO,633532000,HANNIBAL,Affiliated,,,False,2400,840,600,Low,3.576742523966489,69.0760607576113,100.0,Strong
O20141203000623,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1700806130,N,268724,1254236300,HANNIBAL REGIONAL HEALTHCARE SYSTEM INC,HANNIBAL REGIONAL MEDICAL GROUP-BOWLING GREEN,1965-08-06,MO,CORPORATION,,N,8 TOWN CENTER DR,,BOWLING GREEN,MO,633342803,HANNIBAL,Affiliated,,,False,2400,840,600,Low,4.228199397161736,66.36009230320184,100.0,Strong
O20150108000185,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1578961454,N,268727,4183528169,CITIZENS MEMORIAL HEALTHCARE,CMH OSCEOLA MEDICAL CENTER,,,OTHER,HOSPITAL DISTRICT,N,855 ARDUSER DR,,OSCEOLA,MO,647766278,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.9070468720651017,75.48521627944827,100.0,Strong
O20150112001888,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1811391717,N,268726,5092616276,SGOH ACQUISITION INC,OCH SPARTA CLINIC,1991-08-21,MO,CORPORATION,,N,155 VILLAGE DRIVE,OCH SPARTA CLINIC,SPARTA,MO,657538104,Independent,Independent,,,False,2400,840,600,Low,2.8771306106440058,66.69049883588963,83.17757232616499,Strong
O20150205000659,AR,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1568502631,N,268597,5092616276,SGOH ACQUISITION INC,OCH LAWRENCE COUNTY CLINIC,1991-08-21,MO,CORPORATION,,N,108 S HICKORY STREET,,MT. VERNON,MO,657121407,Independent,Independent,,,False,2400,840,600,Low,3.586590462925591,77.70456825779839,87.1168186774822,Strong
O20150206000974,AR,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1225338155,N,268672,5092616276,SGOH ACQUISITION INC,OCH WELLPOINTE FAMILY MEDICAL CLINIC,1991-08-21,MO,CORPORATION,,N,543 WEST HUBBLE DRIVE,,MARSHFIELD,MO,657061532,Independent,Independent,,,False,2400,840,600,Low,3.6926586898644183,74.49761890550863,87.22039665000854,Strong
O20150217002171,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1639575996,N,263479,5193040020,MERCY HOSPITAL LINCOLN,MERCY HOSPITAL LINCOLN-FAMILY MEDICINE AND PSYCHIATRY TROY,,,CORPORATION,,N,1003 E CHERRY ST,,TROY,MO,633791503,MERCY,Affiliated,,,False,2400,840,600,Low,3.3580712818994334,72.6105195313359,100.0,Strong
O20150218000832,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1316343494,N,268687,5193040020,MERCY HOSPITAL LINCOLN,MERCY HOSPITAL LINCOLN-FAMILY MEDICINE,,,CORPORATION,,N,1165 E CHERRY ST,,TROY,MO,633791520,MERCY,Affiliated,,,False,2400,840,600,Low,3.8768625529727636,65.92436337958402,100.0,Strong
O20150218001499,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1386040178,N,268701,5193040020,MERCY HOSPITAL LINCOLN,MERCY HOSPITAL LINCOLN-FAMILY MEDICINE WINFIELD,,,CORPORATION,,N,35 WINFIELD PLZ,,WINFIELD,MO,633893451,MERCY,Affiliated,,,False,2400,840,600,Low,3.829104359223,69.23228669431667,100.0,Strong
